Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
2015-08-13,25.80414581298828,26.084260288357925,25.667449812233247,26.00358718267682,194143200
2015-08-14,25.985658645629883,26.06409035438125,25.548680761384396,25.618148602038033,171718000
2015-08-17,26.254573822021484,26.364378232100474,25.882580929145096,26.00359060358621,163538800
2015-08-18,26.106670379638672,26.317317022504323,25.996865978641605,26.09098403663909,138242800
2015-08-19,25.77277183532715,26.1111488736232,25.698821207216227,26.017030824945476,193146000
2015-08-20,25.243913650512695,25.62486860467399,25.01533931026963,25.564364637952508,274006400
2015-08-21,23.69992446899414,25.07584654572496,23.67527425999058,24.74643167057096,513102000
2015-08-24,23.108325958251953,24.381166289894818,20.61642679920939,21.259570294192415,648825200
2015-08-25,23.247262954711914,24.898818722543467,23.193481447458115,24.898818722543467,414406400
2015-08-26,24.580608367919922,24.62542600444196,23.540823471522817,23.99796883503398,387098400
2015-08-27,25.30442237854004,25.376131620216796,24.654556414147635,25.14980034129892,338464400
2015-08-28,25.3873348236084,25.391815902863165,24.99517456601919,25.13635164326541,212657600
2015-08-31,25.26856803894043,25.665209398967942,25.098257952693018,25.104980426809615,224917200
2015-09-01,24.139148712158203,25.071368928809964,24.058475595083692,24.683691397569483,307383600
2015-09-02,25.174449920654297,25.174449920654297,24.455116078463785,24.701618210100655,247555200
2015-09-03,24.732990264892578,25.273050126560126,24.65903962729395,25.208063358035563,212935600
2015-09-04,24.48648452758789,24.75091264237606,24.316176169352293,24.41925808397372,199985200
2015-09-08,25.1677303314209,25.223753238727728,24.721788467969912,25.042239566152308,219374400
2015-09-09,24.683692932128906,25.550926430069907,24.598537020098803,25.49266383831433,340043200
2015-09-10,25.225994110107422,25.38509895839421,24.62766988281413,24.710582689709778,251571200
2015-09-11,25.593494415283203,25.593494415283203,25.044470829651967,25.05119330225992,199662000
2015-09-14,25.84000015258789,26.19406526766862,25.73915962308104,26.124597423327597,233453600
2015-09-15,26.057369232177734,26.113392128431876,25.64055874727226,25.978937519358556,173364800
2015-09-16,26.086498260498047,26.115629546628753,25.86912918257928,26.050642791706853,148694000
2015-09-17,25.528514862060547,26.10443021019383,25.483697225582045,25.91843548009313,256450400
2015-09-18,25.42319107055664,25.61367029631348,25.069127645614433,25.1453179681706,297141200
2015-09-21,25.817588806152344,25.853444276933047,25.470247908799738,25.47248759346132,200888000
2015-09-22,25.4119873046875,25.58677847585552,25.214785606193775,25.407504515349082,201384800
2015-09-23,25.618152618408203,25.70778960375562,25.38957992997141,25.463528861425985,143026800
2015-09-24,25.770538330078125,25.882584148904552,25.181177938537186,25.37837796418563,200878000
2015-09-25,25.705547332763672,26.149249454783625,25.550923581051936,26.09322655456149,224607600
2015-09-28,25.19685935974121,25.67417383915858,25.19685935974121,25.51282761803632,208436000
2015-09-29,24.439430236816406,25.436638918856183,24.17052099091989,25.28425655693261,293461600
2015-09-30,24.71729850769043,24.99517154939205,24.365474844587325,24.688165512159813,265892000
2015-10-01,24.55595588684082,24.564919755253936,24.047267039915706,24.441668701677433,255716400
2015-10-02,24.7352237701416,24.876402535682534,24.101046006161816,24.204127910235147,232079200
2015-10-05,24.82486343383789,24.95707834695101,24.44166706073994,24.623180682290823,208258800
2015-10-06,24.943628311157227,25.039987739970822,24.598527140747667,24.79124599837486,192787200
2015-10-07,24.82486343383789,25.04671360569818,24.5178590822946,25.03999113226044,187062400
2015-10-08,24.53803062438965,24.69265437816253,24.248952250228,24.69265437816253,247918400
2015-10-09,25.125154495239258,25.16100826746643,24.535792406538167,24.650079618024016,211064400
2015-10-12,25.008623123168945,25.26632881443241,24.972769354906614,25.26184773453085,121868800
2015-10-13,25.05120277404785,25.19910235639154,24.802460935408405,24.833833625895956,132197200
2015-10-14,24.697132110595703,24.99069152478597,24.551472245882195,24.939151420302792,177849600
2015-10-15,25.0668888092041,25.120670319419833,24.759882673592674,24.858483533724336,150694000
2015-10-16,24.88312530517578,25.098252982722897,24.76883813877541,25.04895256938616,156930400
2015-10-19,25.037752151489258,25.04223323067941,24.67472318849822,24.829346920645275,119036800
2015-10-20,25.49489402770996,25.584530986610467,24.833824661473976,24.95035151126668,195871200
2015-10-21,25.492658615112305,25.900505222254605,25.479211957730133,25.546440115591764,167180800
2015-10-22,25.882583618164062,25.882583618164062,25.568854989946587,25.62039681781059,166616400
2015-10-23,26.684823989868164,26.718438066579125,26.068572185671435,26.151484970584445,237467600
2015-10-26,25.833274841308594,26.471935447301785,25.752601742690196,26.460731895077686,265335200
2015-10-27,25.669692993164062,26.115634790275454,25.54420053688064,25.8601705077346,279537600
2015-10-28,26.727397918701172,26.73412210120959,26.00806426175372,26.2030245221103,342205600
2015-10-29,27.009756088256836,27.04561155934761,26.503308672038912,26.599668113491663,204909200
2015-10-30,26.778945922851562,27.164383744411797,26.76774065909424,27.112841924684606,197461200
2015-11-02,27.15542221069336,27.195758770132144,26.80359844046524,27.07026801173741,128813200
2015-11-03,27.466907501220703,27.67307136407972,27.04785559133018,27.06802472448119,182076000
2015-11-04,27.33916664123535,27.747013157168112,27.254012475379568,27.59238945447578,179544400
2015-11-05,27.213144302368164,27.611485208849075,27.046607179020967,27.42244163026454,158210800
2015-11-06,27.244651794433594,27.41343990989622,27.145630600923205,27.255905022265036,132169200
2015-11-09,27.134376525878906,27.413439053970233,27.017350858292687,27.22214620581893,135485600
2015-11-10,26.2791805267334,26.57174724647798,26.11939466862718,26.30843822890864,236511600
2015-11-11,26.13064956665039,26.4254655769582,25.928103495178785,26.1891632577425,180872000
2015-11-12,26.04288101196289,26.290436569106728,26.027127523335597,26.16440866008837,130102400
2015-11-13,25.282203674316406,26.009118445553383,25.266450188475414,25.92584903925033,183249600
2015-11-16,25.696306228637695,25.709808730253343,24.980644453978773,25.066163159214113,152426800
2015-11-17,25.586027145385742,25.892096384430133,25.502757727542303,25.86283868024117,110467600
2015-11-18,26.396211624145508,26.44122110260724,25.99337043900729,26.051884134608777,186698800
2015-11-19,26.731538772583008,26.949838364325366,26.27693682663629,26.47498094973161,173183200
2015-11-20,26.84856414794922,26.988094560769092,26.747290246352513,26.826057691815596,137148400
2015-11-23,26.499732971191406,26.94533433204748,26.407461314604493,26.841809448120213,129930000
2015-11-24,26.754043579101562,26.85981774995822,26.3579553319384,26.40521580289531,171212800
2015-11-25,26.562746047973633,26.83280804222794,26.537990322241956,26.828306064639612,85553200
2015-11-27,26.513240814208984,26.64827270150355,26.465980340456596,26.62126598064428,52185600
2015-11-30,26.623510360717773,26.873316886396125,26.49973173375955,26.55374344506798,156721200
2015-12-01,26.407459259033203,26.738284199871483,26.299435839780674,26.72478170171524,139409600
2015-12-02,26.16891098022461,26.580754422891076,26.12390149974809,26.407464317353075,133546400
2015-12-03,25.925853729248047,26.283685425226995,25.7053048875768,26.22967370928731,166278000
2015-12-04,26.787792205810547,26.837303648687627,25.905593621640442,25.94610282790341,231108000
2015-12-07,26.619009017944336,26.97458970295678,26.513234864567096,26.77654561210243,128336800
2015-12-08,26.607759475708008,26.691027181077096,26.29943923103996,26.44797188091549,137238000
2015-12-09,26.020376205444336,26.486231330206245,25.89884855763669,26.474978102501257,185445600
2015-12-10,26.144153594970703,26.317443689533036,25.995620945204504,26.114897606214114,116850800
2015-12-11,25.47125244140625,25.968614558600958,25.39698525707814,25.923605080402936,187544800
2015-12-14,25.313718795776367,25.358728276188195,24.708331497328068,25.24620285815701,257274800
2015-12-15,24.865863800048828,25.385732344645458,24.834356823649205,25.192188508475535,213292400
2015-12-16,25.057157516479492,25.203440893124053,24.48552994368631,24.99639455045869,224954000
2015-12-17,24.526037216186523,25.261952585008626,24.526037216186523,25.210190144944047,179091200
2015-12-18,23.862138748168945,24.647565648243024,23.812627291848816,24.51028622435749,385813200
2015-12-21,24.154705047607422,24.163707286494162,23.758615121598442,24.143451819748623,190362400
2015-12-22,24.132198333740234,24.242472746324506,23.95665726531862,24.17045655812642,131157600
2015-12-23,24.44276237487793,24.49677407473642,24.1254399895822,24.141193473582636,130629600
2015-12-24,24.31224822998047,24.53054787570478,24.294243746064588,24.53054787570478,54281600
2015-12-28,24.03992462158203,24.235719421321342,23.89589225752135,24.213212969373373,106816800
2015-12-29,24.472028732299805,24.627314366870127,24.04893375615379,24.071438497554865,123724800
2015-12-30,24.15245246887207,24.46302196351547,24.12094549334309,24.43601696563428,100855200
2015-12-31,23.688852310180664,24.087191548411436,23.58982938942201,24.08269128701408,163649200
2016-01-04,23.709108352661133,23.713610331495133,22.95518829613928,23.092469461544965,270597600
2016-01-05,23.114974975585938,23.8216345799287,23.04746074384094,23.799129836013698,223164000
2016-01-06,22.662620544433594,23.038456779406197,22.475829638610904,22.6311135619092,273829600
2016-01-07,21.706153869628906,22.534341069129724,21.70165360809434,22.208018022318978,324377600
2016-01-08,21.8209171295166,22.30477651036978,21.77590767329799,22.17874865935712,283192000
2016-01-11,22.174253463745117,22.293530104496217,21.906442481454086,22.273276358105072,198957600
2016-01-12,22.496082305908203,22.660370178573043,22.24402474087501,22.628863197569107,196616800
2016-01-13,21.91770362854004,22.772897603259665,21.89744987482916,22.577102732378627,249758400
2016-01-14,22.39705467224121,22.61310494938619,21.546362930112668,22.045975976632942,252680400
2016-01-15,21.85918617248535,21.989716064011326,21.460846964830314,21.649888835039064,319335600
2016-01-19,21.7534122467041,22.201262880477753,21.492352481407988,22.147251166520476,212350800
2016-01-20,21.78267478942871,22.09774636350111,21.024252708904672,21.40233825439116,289337600
2016-01-21,21.672399520874023,22.02797859142337,21.36633019956434,21.843436946251522,208646000
2016-01-22,22.82465362548828,22.833655864278438,22.13824965850337,22.196761635137154,263202000
2016-01-25,22.379047393798828,22.849402642694564,22.327284965206946,22.847151654407703,207178000
2016-01-26,22.50282859802246,22.703123668984357,22.07073148203734,22.489326099710837,300308000
2016-01-27,21.02424430847168,21.74665713553977,21.006239833260953,21.6138779941135,533478800
2016-01-28,21.175033569335938,21.271805503136676,20.79244781263631,21.10751934480162,222715200
2016-01-29,21.906444549560547,21.906444549560547,21.233543122909527,21.33256602661787,257666000
2016-02-01,21.701650619506836,21.764664574323376,21.46984854985964,21.710652858337983,163774000
2016-02-02,21.26280403137207,21.613882790889953,21.217792833355904,21.474350652542302,149428800
2016-02-03,21.683645248413086,21.79391966479839,21.172780664055452,21.37982699763643,183857200
2016-02-04,21.857873916625977,22.023053229116783,21.5388313080044,21.69043312718145,185886800
2016-02-05,21.274093627929688,21.93028280241884,21.19942517660604,21.839773653124055,185672400
2016-02-08,21.498098373413086,21.654224844439824,21.052342357349705,21.07270600414181,216085600
2016-02-09,21.493579864501953,21.70853933097506,21.25373206268932,21.33519013242165,177324800
2016-02-10,21.33065414428711,21.8013001743883,21.2921883303902,21.704003175149282,169374400
2016-02-11,21.20168685913086,21.43248527838415,20.950524787406167,21.222052237920717,200298800
2016-02-12,21.26729965209961,21.382698827553845,21.045554112477838,21.312555076943397,161405600
2016-02-16,21.866928100585938,21.91444501811858,21.407596171451875,21.500366802924592,196231600
2016-02-17,22.201805114746094,22.222168762309874,21.756049081790966,21.87370974023489,179452800
2016-02-18,21.78093719482422,22.3760317691853,21.742469653434018,22.364717481779145,156084000
2016-02-19,21.731157302856445,21.894073375703115,21.67685252068019,21.72210621810742,141496800
2016-02-22,21.921220779418945,21.92574718410082,21.703999965263495,21.792245867066725,137123200
2016-02-23,21.425697326660156,21.835249115154625,21.394019383147793,21.812622259262714,127770400
2016-02-24,21.744747161865234,21.808103069858106,21.115711037765987,21.2650514434512,145022800
2016-02-25,21.894081115722656,21.894081115722656,21.552409882510005,21.733428188848517,110330800
2016-02-26,21.928022384643555,22.179182739750832,21.853352203394042,21.99363975157595,115964400
2016-02-29,21.87824249267578,22.2267016158335,21.869191404582505,21.916708322333303,140865200
2016-03-01,22.747121810913086,22.801426602595313,22.043415816934203,22.095459131771733,201628400
2016-03-02,22.796899795532227,22.828577731584346,22.54573778374896,22.742595008916886,132678400
2016-03-03,22.96660804748535,23.01412496042539,22.72902175646678,22.75843822137135,147822800
2016-03-04,23.30828285217285,23.475723675015796,22.937196852186524,23.163468887608364,184220400
2016-03-07,23.050325393676758,23.26754627006933,22.844417079594944,23.16798605435346,143315600
2016-03-08,22.860258102416992,23.02543740912557,22.717707374999783,22.80369010682502,126247600
2016-03-09,22.880624771118164,22.98470968172931,22.688292194185372,22.923615276300346,108806800
2016-03-10,22.891935348510742,23.134046293258795,22.661138693065695,22.946241865583367,134054400
2016-03-11,23.138574600219727,23.143099280521703,22.966607401333224,23.134048193599433,109632800
2016-03-14,23.197402954101562,23.285650615747183,23.029962169931412,23.05937863258603,100304400
2016-03-15,23.663524627685547,23.799287473548514,23.498345318901467,23.523235375380143,160270800
2016-03-16,23.978044509887695,24.054976162517963,23.66578803991725,23.670314446729847,153214000
2016-03-17,23.9395809173584,24.09118275967689,23.74951151881701,23.876223300298903,137682800
2016-03-18,23.966726303100586,24.097964458127866,23.80154873411635,24.061760114816295,176820800
2016-03-21,23.964473724365234,24.358186609314124,23.79024327854342,23.968998405800136,142010800
2016-03-22,24.147750854492188,24.276725840064824,23.80607961237857,23.815130700563138,129777600
2016-03-23,24.014244079589844,24.2269402884613,23.962202492090338,24.09344065187563,102814000
2016-03-24,23.910158157348633,24.04139631153027,23.733666300637235,23.864904454818873,104532000
2016-03-28,23.80155372619629,24.027825740397013,23.772137259506373,23.984833505276967,77645600
2016-03-29,24.36496925354004,24.389859311874833,23.731406957175352,23.733670160565346,124760400
2016-03-30,24.79036521911621,24.984959320013996,24.57314425850633,24.584458551521745,182404400
2016-03-31,24.6613826751709,24.867291006090742,24.63649261920656,24.826561980541666,103553600
2016-04-01,24.887659072875977,24.88992227645211,24.48263194867367,24.613870134993224,103496000
2016-04-04,25.14334487915039,25.38545584641617,24.95101230102027,24.98495344576784,149424800
2016-04-05,24.846925735473633,25.055097270450286,24.75867980079629,24.779045176816258,106314800
2016-04-06,25.107141494750977,25.111667901594167,24.70890228215183,24.94196389766093,105616400
2016-04-07,24.5595645904541,24.984955355017746,24.46453075895347,24.87860723229722,127207600
2016-04-08,24.586713790893555,24.83787409655263,24.475839279478535,24.643281785008824,94326800
2016-04-11,24.668167114257812,25.027940410763577,24.625176617854738,24.656854552601413,117630000
2016-04-12,24.989479064941406,25.003054831885287,24.58671519996902,24.740578495515074,108929200
2016-04-13,25.351511001586914,25.419391554856478,25.07093425017294,25.07093425017294,133029200
2016-04-14,25.36509132385254,25.43071041222434,25.190862640210334,25.256481728582134,101895600
